order_id,customer_id,product_id,order_date,quantity_sold,revenue
273,889,20,5/15/2024,5,141.0
274,938,59,2/2/2024,4,110.86
275,305,86,9/30/2023,5,822.51
276,361,83,4/24/2025,4,325.81
277,796,30,7/29/2023,2,264.31
278,868,17,6/9/2024,4,386.53
280,667,100,9/13/2022,5,329.99
281,529,63,1/24/2025,4,460.7
282,851,13,6/19/2024,4,365.72
283,629,12,2/14/2025,3,309.67
284,359,2,1/21/2024,3,561.29
285,108,94,9/13/2022,5,942.31
286,290,66,12/13/2022,5,313.82
287,824,27,9/29/2022,3,425.2
289,70,26,1/26/2025,4,710.45
290,197,25,4/17/2023,5,767.04
291,977,9,1/26/2025,5,190.27
292,668,66,5/23/2024,5,477.3
293,373,99,12/21/2023,5,590.03
294,186,52,1/27/2025,4,375.04
295,853,71,11/20/2024,1,48.59
296,457,3,12/27/2024,2,176.8
297,231,93,7/4/2023,5,167.86
298,534,28,9/6/2024,3,90.68
299,434,16,6/14/2022,5,748.25
300,677,92,11/9/2024,3,458.68
301,515,59,11/10/2022,1,19.21
302,739,88,9/5/2024,3,346.62
303,134,4,4/2/2024,3,279.95
304,904,91,2/5/2023,3,416.04
305,517,69,9/4/2022,2,60.11
306,316,26,8/6/2024,2,392.37
307,595,96,9/20/2024,5,894.96
309,992,64,11/11/2023,4,492.68
311,187,85,2/23/2023,1,32.51
312,876,63,3/8/2023,4,399.03
313,74,12,4/13/2024,4,173.3
314,821,33,4/7/2025,5,419.8
315,887,31,8/20/2023,2,381.07
316,539,42,12/11/2023,2,154.81
318,488,46,12/1/2024,1,48.29
319,784,9,8/25/2024,2,103.84
320,725,76,9/21/2023,4,193.95
321,274,15,7/13/2022,3,339.32
322,590,72,2/18/2024,2,336.84
323,847,68,4/5/2024,4,544.56
324,634,2,6/20/2022,1,50.64
325,154,30,2/27/2024,2,112.01
326,466,73,4/23/2024,1,106.59
327,549,60,1/11/2023,2,115.81
328,794,53,12/18/2022,5,602.01
329,43,42,11/11/2023,2,361.77
330,690,40,2/10/2024,3,279.1
331,278,19,11/28/2023,3,417.53
332,215,28,7/20/2023,4,587.73
333,109,69,12/27/2023,3,512.09
334,709,77,5/10/2023,2,316.84
335,134,45,6/13/2023,3,55.66
336,282,92,12/11/2023,4,121.45
337,430,35,7/3/2023,1,164.65
338,96,4,2/15/2023,5,681.76
339,717,33,6/10/2024,5,978.63
340,844,34,9/2/2024,4,741.17
341,714,38,10/11/2023,5,856.76
342,17,36,4/26/2024,1,71.87
343,435,72,4/9/2024,4,696.08
344,591,28,7/12/2024,1,49.82
345,490,59,6/10/2022,3,275.54
346,16,41,9/4/2023,2,79.64
347,683,9,5/19/2024,2,290.55
348,483,86,12/22/2024,3,442.72
349,37,35,4/29/2023,4,42.77
350,35,4,6/30/2024,3,278.79
351,482,95,7/19/2023,1,125.55
352,354,99,8/18/2024,3,330.66
353,92,96,2/19/2023,4,98.5
354,418,86,4/21/2023,4,189.5
355,518,39,12/5/2022,4,444.38
356,999,51,4/28/2023,1,62.42
357,942,1,7/7/2024,1,102.49
358,584,28,8/24/2023,5,924.33
359,479,31,4/5/2024,1,105.14
360,156,6,2/16/2024,4,478.25
361,558,44,9/2/2023,5,167.3
362,671,92,4/12/2024,3,295.6
363,526,95,1/19/2025,1,117.9
364,145,55,8/31/2024,2,257.76
365,726,12,5/12/2023,5,375.69
366,339,64,2/2/2023,5,997.9
367,586,77,10/10/2023,1,81.77
368,242,93,12/4/2023,4,570.01
369,135,65,6/3/2023,4,67.7
370,494,42,9/27/2022,4,517.78
371,773,52,11/26/2024,2,346.17
372,898,77,4/27/2023,2,251.89
373,362,31,3/12/2023,4,123.93
374,70,46,6/23/2024,1,83.36
375,403,78,4/24/2024,3,489.2
376,3,80,12/14/2022,1,103.92
377,601,69,8/8/2024,4,531.06
378,271,67,7/13/2022,3,353.77
379,330,57,1/14/2025,1,99.02
380,327,36,10/9/2022,5,855.58
381,977,51,5/16/2022,4,451.6
382,960,4,11/12/2024,5,937.34
383,600,16,1/12/2023,3,82.95
384,557,86,2/7/2023,5,563.5
385,374,43,6/29/2024,2,86.45
386,742,80,2/14/2024,3,491.26
387,447,79,1/13/2025,5,597.95
388,429,99,8/8/2022,3,597.86
389,339,15,10/24/2023,3,758.65
390,350,72,5/28/2023,1,191.09
391,854,77,11/30/2023,1,40.95
392,74,1,6/26/2024,1,30.15
393,263,8,1/29/2025,3,97.4
395,107,30,6/26/2023,2,341.1
396,133,34,12/1/2022,1,82.78
397,168,52,3/16/2023,2,197.08
398,4,62,12/4/2023,1,152.42
399,758,71,9/9/2023,2,392.37
400,602,33,12/24/2023,1,22.74
401,49,90,7/26/2023,4,575.14
402,907,99,5/27/2022,1,67.02
404,652,82,6/6/2023,2,240.4
405,544,20,4/21/2025,5,528.06
406,72,18,4/27/2025,1,194.68
408,466,67,8/16/2023,2,160.68
409,397,73,6/6/2023,2,275.5
410,622,89,9/30/2024,1,304.16
411,937,63,2/15/2023,4,645.51
412,267,78,10/5/2022,4,671.27
413,489,90,9/27/2022,1,35.65
414,987,1,11/6/2023,4,724.37
415,209,57,2/18/2024,1,43.31
416,806,40,6/5/2024,2,129.78
418,686,17,12/4/2024,4,277.55
419,767,70,6/20/2024,5,647.06
421,267,32,3/24/2024,5,468.69
422,307,10,5/27/2023,1,98.94
423,83,26,2/4/2023,1,37.78
424,631,3,4/11/2023,3,369.02
425,849,4,12/1/2023,5,646.09
426,443,55,9/21/2022,5,300.64
427,158,20,3/16/2024,5,819.87
428,826,2,1/11/2023,5,914.31
429,823,75,8/11/2022,1,112.76
430,665,60,12/29/2022,1,199.43
431,187,100,12/18/2024,4,327.11
433,838,35,8/1/2024,1,142.11
434,327,27,7/9/2023,1,24.5
436,457,98,7/12/2022,4,691.39
438,57,45,5/16/2024,4,545.86
439,112,41,2/9/2023,4,203.5
440,776,8,5/10/2022,5,982.46
441,947,31,10/8/2023,1,168.08
442,30,78,6/13/2023,2,219.32
443,419,93,1/31/2023,2,29.55
444,989,27,10/12/2024,4,212.31
445,667,29,10/17/2023,1,99.55
446,342,4,2/16/2025,3,357.68
447,584,48,9/13/2023,2,277.34
448,964,61,10/27/2024,1,159.24
449,394,76,2/4/2023,3,548.32
450,717,34,9/12/2023,1,127.09
451,115,77,10/25/2022,5,126.23
452,274,69,8/31/2023,3,246.17
453,783,67,3/15/2025,3,436.19
454,778,77,2/12/2024,1,173.49
455,231,74,1/27/2025,5,666.3
457,107,71,12/26/2023,1,193.48
458,69,23,1/3/2023,3,179.72
459,907,78,10/24/2023,3,156.91
460,578,63,10/16/2022,2,194.9
462,821,31,4/30/2022,3,520.89
464,119,41,10/20/2023,1,363.44
465,2,18,7/27/2023,2,303.54
466,318,87,8/26/2023,5,120.9
467,359,33,12/10/2022,1,182.9
468,967,69,11/3/2022,3,543.98
469,351,88,1/23/2025,5,871.53
470,606,60,11/14/2023,2,192.74
472,222,41,9/27/2023,1,199.07
473,481,18,7/19/2022,3,295.01
474,164,9,8/14/2023,3,349.8
475,905,87,8/18/2023,5,916.5
476,119,86,8/4/2022,2,227.39
478,493,39,10/28/2024,3,182.75
479,710,43,3/31/2024,5,524.34
480,891,76,4/2/2023,1,98.8
481,957,61,6/15/2024,1,43.42
482,740,13,1/12/2025,1,128.97
483,999,54,4/9/2024,5,461.06
484,538,43,1/1/2024,2,245.76
485,959,75,7/19/2022,1,136.32
486,690,20,2/15/2025,2,201.7
487,166,69,2/25/2023,5,738.05
488,584,81,10/17/2022,4,662.6
489,114,82,4/22/2024,3,113.3
490,243,77,12/19/2022,1,86.47
491,563,33,5/1/2022,5,768.79
492,468,68,10/12/2024,1,114.53
493,210,7,6/8/2024,5,754.21
494,522,94,6/16/2022,4,535.88
495,703,33,6/5/2023,3,1078.64
496,944,18,10/13/2024,3,464.7
497,831,29,10/15/2022,3,242.79
498,807,91,8/9/2023,4,58.61
499,786,66,6/15/2024,3,52.42
500,112,68,8/13/2023,5,281.05
502,656,60,5/20/2022,5,635.73
503,88,31,6/27/2022,3,499.14
504,596,86,11/15/2023,1,160.16
506,941,76,5/3/2024,3,459.28
507,620,92,3/3/2023,3,486.57
508,180,57,2/25/2025,4,338.99
509,806,65,4/2/2024,1,133.63
510,540,79,9/30/2022,4,492.85
511,324,27,2/24/2024,5,924.42
512,571,88,1/15/2023,4,185.39
513,493,65,9/5/2023,1,34.43
514,754,45,6/7/2023,3,39.47
515,318,34,11/15/2022,5,201.37
516,352,20,4/13/2023,1,12.84
518,608,8,6/9/2024,5,205.19
519,866,7,5/11/2023,4,107.8
520,302,91,2/22/2023,5,266.14
521,972,58,2/4/2025,2,176.23
522,644,68,5/30/2023,4,713.47
523,644,60,8/24/2022,5,385.41
524,266,55,1/8/2025,2,295.72
527,37,46,1/1/2023,3,370.4
530,594,68,5/5/2023,4,627.94
531,958,38,9/17/2024,2,392.42
532,368,15,12/6/2023,2,96.99
533,829,69,7/9/2022,5,205.14
534,411,10,5/19/2022,1,88.63
535,301,13,5/15/2022,1,131.14
536,875,38,8/10/2023,5,444.5
537,724,31,7/17/2023,1,104.81
538,507,32,10/9/2023,2,223.27
539,183,62,12/4/2023,3,174.93
540,606,46,6/4/2024,3,476.03
541,525,56,4/7/2024,1,84.04
542,332,34,5/6/2024,2,386.41
543,536,96,3/31/2023,5,269.38
544,919,94,6/25/2022,3,567.97
545,251,37,1/1/2025,3,428.71
546,554,81,9/1/2023,4,503.35
547,725,45,3/16/2025,2,218.94
548,752,50,7/29/2022,3,557.92
549,742,12,8/24/2024,1,87.38
550,692,43,4/4/2024,5,708.3
551,821,37,11/11/2024,2,80.44
552,747,10,1/4/2024,3,185.57
553,563,65,1/27/2023,5,760.99
554,126,27,5/14/2024,3,73.51
555,108,47,4/25/2024,4,171.24
556,612,92,4/21/2023,3,75.95
557,44,37,4/5/2023,4,348.8
558,129,86,12/16/2024,3,126.77
559,665,82,7/27/2022,2,189.33
561,708,54,10/17/2022,4,548.62
562,336,60,2/12/2024,1,102.28
563,438,22,5/14/2023,2,53.15
564,857,4,2/1/2024,2,155.49
565,606,61,1/4/2025,3,407.32
566,362,12,7/26/2022,3,216.24
567,16,49,4/8/2023,3,366.01
568,566,81,8/15/2024,4,288.01
569,193,66,1/25/2023,4,783.32
570,780,79,5/10/2022,1,84.94
571,185,74,9/7/2023,3,535.15
572,116,62,12/15/2023,2,354.88
573,401,53,7/11/2024,4,294.56
574,762,18,7/7/2024,3,129.45
575,346,20,9/5/2024,5,748.98
576,534,89,5/2/2022,5,485.41
577,140,100,6/6/2022,1,109.24
578,339,83,7/15/2023,2,31.18
579,331,73,2/4/2023,2,302.14
580,272,39,4/30/2023,1,188.96
582,460,8,1/26/2023,1,75.17
583,545,10,6/16/2023,2,66.42
584,262,15,9/13/2022,3,63.98
585,539,41,11/14/2023,5,405.23
586,645,44,9/26/2024,4,573.99
587,538,70,5/10/2024,3,548.31
588,787,65,8/11/2023,4,188.42
589,422,91,2/7/2025,1,41.08
590,404,66,7/16/2024,1,97.76
591,421,36,7/31/2023,3,114.01
592,449,67,9/22/2022,2,339.31
593,379,73,8/28/2023,4,430.87
594,599,50,8/23/2023,5,628.92
595,523,70,7/2/2022,1,92.44
596,175,26,9/8/2023,1,120.89
597,63,13,6/23/2022,4,167.78
598,316,26,8/5/2023,3,180.89
599,952,49,11/2/2022,1,170.49
600,974,86,7/16/2023,4,410.5
601,997,71,3/8/2025,4,326.41
602,599,92,10/17/2024,5,169.71
603,243,88,11/25/2024,2,332.73
604,301,91,7/26/2023,2,395.32
605,580,69,10/10/2022,3,503.46
606,295,57,4/25/2024,4,434.32
607,784,10,9/24/2024,3,555.25
608,455,11,1/20/2024,3,524.76
609,311,50,5/11/2022,5,162.5
610,835,33,10/10/2022,2,294.37
611,668,16,5/14/2022,1,23.75
612,673,87,9/14/2022,2,81.36
613,412,24,2/8/2024,2,100.14
614,478,56,1/2/2023,1,41.15
615,927,78,11/13/2024,5,416.8
616,625,84,11/25/2022,4,478.12
618,270,23,6/19/2022,2,53.26
619,809,98,12/4/2024,3,46.65
620,869,37,8/9/2023,2,242.02
621,560,2,2/20/2024,5,587.32
623,14,68,8/25/2024,5,887.24
625,170,77,9/20/2022,5,418.77
626,684,73,1/17/2024,5,895.58
627,162,100,1/12/2025,2,247.08
628,770,39,8/6/2023,1,186.53
629,615,22,12/23/2022,5,780.76
630,367,89,4/25/2023,1,160.87
631,633,23,8/6/2023,4,123.68
632,125,82,3/5/2025,1,28.07
633,319,10,10/28/2023,2,395.15
634,887,23,9/11/2024,3,297.97
635,979,80,9/3/2023,3,249.66
637,98,98,6/2/2023,5,683.96
638,169,80,11/30/2023,1,136.74
639,564,13,10/8/2024,1,118.28
640,660,17,10/9/2024,5,539.97
641,192,18,6/21/2022,3,60.82
642,472,44,5/8/2023,3,526.29
643,792,38,10/22/2022,3,408.19
644,392,80,4/15/2024,4,551.58
646,458,43,8/23/2022,1,190.03
649,615,77,11/8/2024,1,125.56
650,469,30,12/19/2022,5,606.97
651,404,85,12/21/2022,4,430.12
652,453,9,6/27/2023,3,360.34
653,600,58,3/22/2024,4,674.12
656,875,69,8/1/2023,2,72.38
657,407,13,8/29/2024,5,303.58
658,625,10,2/27/2025,2,233.07
660,969,34,10/2/2024,1,172.69
661,283,41,2/19/2023,1,34.9
662,860,29,5/8/2022,3,403.84
663,593,31,8/6/2024,4,456.22
664,175,19,8/8/2024,2,146.47
665,2,5,9/20/2023,3,435.88
666,149,61,7/28/2023,2,250.34
667,812,15,6/26/2023,3,415.09
668,252,84,1/15/2024,3,401.69
669,764,87,9/9/2022,2,66.55
670,772,36,4/14/2024,3,567.62
671,568,28,6/6/2023,3,454.79
672,429,97,9/15/2023,4,781.94
673,412,38,9/10/2024,2,236.04
676,216,66,4/9/2025,1,25.29
677,342,93,10/17/2022,3,32.22
678,938,70,7/22/2024,2,304.99
679,229,42,7/4/2024,1,317.51
680,218,26,10/25/2023,1,144.05
681,446,64,10/21/2022,3,241.06
682,533,13,5/23/2022,1,137.8
683,731,57,1/15/2024,5,477.45
684,575,77,10/20/2024,3,216.67
685,124,59,10/9/2023,1,109.6
686,407,42,12/23/2023,3,240.77
688,413,8,5/10/2024,5,821.02
689,613,96,4/28/2022,3,246.84
690,267,1,2/4/2025,4,1227.58
691,44,13,7/13/2023,1,27.33
692,957,44,4/6/2025,1,53.41
693,991,86,11/24/2022,2,207.22
694,156,20,3/26/2025,5,582.13
695,759,72,2/21/2024,4,708.34
696,813,83,10/17/2023,5,133.1
697,75,29,3/15/2025,1,50.52
698,294,81,6/26/2022,3,205.8
699,931,18,3/1/2025,3,174.71
700,953,55,10/15/2024,2,388.12
701,260,48,3/29/2023,3,387.47
702,518,57,1/21/2024,5,273.01
703,573,32,7/7/2022,2,161.18
704,550,72,3/20/2025,2,22.71
705,505,28,11/18/2022,1,112.3
706,153,5,12/22/2022,2,240.47
707,886,32,12/26/2022,5,131.03
708,866,100,2/12/2023,1,51.61
709,735,57,6/7/2024,3,786.65
710,355,1,2/28/2024,4,556.35
711,729,63,3/24/2025,5,263.27
714,365,2,12/13/2023,3,377.45
715,762,7,7/20/2024,4,345.26
716,670,45,3/31/2024,4,277.46
717,446,34,11/20/2022,5,308.58
718,512,87,12/12/2023,4,774.64
719,691,11,8/15/2022,1,97.58
720,12,96,4/4/2024,1,76.03
721,11,1,1/3/2023,5,695.05
722,853,82,9/13/2023,1,143.82
724,637,21,5/12/2023,1,81.52
725,717,29,5/3/2022,1,101.28
726,427,25,2/26/2025,3,598.0
728,865,1,10/10/2024,4,458.97
729,241,16,5/8/2024,1,73.13
730,377,34,6/23/2022,2,86.36
731,136,12,10/27/2023,1,173.77
734,371,80,6/16/2022,1,47.92
735,683,49,4/6/2024,4,674.36
736,713,94,11/26/2024,3,118.35
737,994,46,10/7/2024,4,110.42
738,588,57,9/11/2023,2,140.18
739,944,95,4/17/2023,4,629.04
740,497,83,2/17/2023,5,585.35
741,650,71,2/26/2023,5,751.19
742,7,23,11/21/2022,1,145.28
743,643,15,5/8/2023,2,62.3
744,96,58,6/18/2024,5,946.7
745,48,46,6/23/2024,3,56.85
746,207,88,5/13/2022,2,71.22
748,528,18,9/17/2022,5,954.19
749,556,43,7/21/2024,4,503.34
750,594,13,11/25/2023,4,450.11
751,168,99,10/9/2022,3,438.35
752,749,93,11/14/2024,4,697.88
753,347,52,10/8/2022,4,132.45
754,937,77,6/12/2024,1,90.68
755,360,14,8/5/2023,4,571.43
756,301,43,11/6/2022,4,246.77
757,164,79,8/30/2024,2,265.61
758,56,90,9/2/2022,3,547.2
759,603,36,8/30/2024,4,760.97
760,394,43,7/22/2024,3,392.25
761,204,37,2/16/2023,1,106.2
762,810,46,3/14/2025,3,292.02
763,606,29,6/13/2024,4,229.63
764,947,48,8/15/2022,4,71.22
765,862,18,6/1/2023,4,754.65
766,957,34,2/18/2023,1,47.08
767,970,29,11/23/2024,4,384.11
768,850,34,6/26/2022,1,24.31
769,330,63,11/18/2023,2,67.79
770,685,68,3/28/2023,4,656.28
771,195,11,8/2/2022,2,273.71
772,356,11,1/1/2024,1,21.24
773,467,11,3/22/2025,1,69.02
774,407,53,4/27/2023,4,250.13
775,629,13,6/28/2024,4,756.06
776,807,16,7/21/2023,4,715.64
777,797,76,9/23/2022,3,304.14
778,33,54,8/8/2024,2,321.22
779,587,80,10/29/2024,4,129.83
780,329,42,4/11/2023,1,41.5
781,313,34,9/20/2023,4,334.9
783,817,92,3/15/2023,5,830.72
784,134,49,7/10/2024,3,549.18
785,672,26,6/23/2023,5,75.95
786,611,82,10/30/2024,2,101.31
787,743,5,3/4/2023,1,30.06
788,34,84,7/12/2024,3,167.11
789,804,59,11/19/2022,4,202.62
790,666,100,11/23/2024,1,141.78
792,5,54,9/24/2023,4,282.49
793,834,25,9/22/2024,5,449.0
794,977,77,7/7/2022,4,263.28
796,522,75,8/24/2022,2,53.08
797,237,67,11/24/2022,5,370.55
798,879,54,4/26/2023,3,38.28
799,613,45,8/28/2024,3,513.41
800,830,69,9/17/2023,5,605.15
801,195,75,9/28/2022,2,308.77
803,846,48,2/10/2024,4,893.43
804,829,32,10/8/2023,1,19.52
805,342,83,11/14/2022,2,392.32
806,497,12,4/11/2023,3,216.28
807,850,88,5/21/2024,1,91.0
808,838,42,8/25/2023,1,30.63
