order_id,customer_id,product_id,amount,order_date
226,122,15,925.87,2025-01-09
227,988,89,579.04,2024-05-19
228,559,13,273.49,2022-12-26
229,501,67,626.74,2023-10-26
230,436,23,306.32,2023-11-04
231,43,14,139.57,2024-07-27
232,515,15,64.22,2023-01-21
233,315,9,560.44,2022-09-08
234,540,56,795.73,2023-11-16
235,248,84,59.66,2024-08-10
236,238,93,423.66,2024-02-24
237,125,60,612.88,2024-03-18
238,911,66,229.58,2023-03-13
239,157,30,148.74,2024-01-21
240,724,19,163.13,2022-10-16
241,21,9,834.61,2024-08-31
242,857,100,754.8,2023-07-25
243,98,12,861.05,2023-07-23
244,539,23,170.56,2023-05-21
245,291,25,274.97,2025-04-14
246,303,17,994.05,2023-03-28
247,559,94,531.47,2023-08-18
248,250,73,654.26,2024-10-25
249,334,83,296.23,2025-03-26
250,307,56,892.9,2023-06-27
251,168,55,943.99,2023-07-15
252,447,54,95.17,2025-02-09
253,909,67,231.07,2023-05-09
254,544,34,12.03,2023-11-11
255,61,77,596.83,2022-07-04
256,304,3,578.12,2025-01-27
257,850,45,879.27,2023-03-28
258,740,71,709.2,2022-06-09
259,840,23,-53.05,2024-06-03
260,377,26,626.58,2022-05-06
261,1,67,459.71,2024-11-23
262,200,61,334.23,2022-09-16
263,318,95,226.41,2022-06-11
264,835,38,313.01,2022-07-13
265,745,99,173.38,2023-03-17
266,724,37,716.36,2024-09-29
267,134,35,555.93,2022-12-09
268,934,79,731.87,2023-04-12
269,662,92,199.34,2024-06-12
270,905,74,248.71,2024-05-26
271,549,35,48.68,2024-05-13
272,413,62,807.19,2023-05-04
273,889,20,291.81,2024-05-15
274,938,59,926.22,2024-02-02
275,305,86,670.09,2023-09-30
276,361,83,980.36,2025-04-24
277,796,30,599.98,2023-07-29
278,868,17,381.17,2024-06-09
279,720,67,603.95,2024-07-14
280,667,100,188.31,2022-09-13
281,529,63,195.45,2025-01-24
282,851,13,786.26,2024-06-19
283,629,12,809.37,2025-02-14
284,359,2,92.15,2024-01-21
285,108,94,725.0,2022-09-13
286,290,66,206.2,2022-12-13
287,824,27,31.83,2022-09-29
288,45,19,622.65,2023-05-31
289,70,26,776.5,2025-01-26
290,197,25,560.52,2023-04-17
291,977,9,597.66,2025-01-26
292,668,66,901.68,2024-05-23
293,373,99,-84.22,2023-12-21
294,186,52,62.7,2025-01-27
295,853,71,188.91,2024-11-20
296,457,3,527.13,2024-12-27
297,231,93,981.37,2023-07-04
298,534,28,800.15,2024-09-06
299,434,16,400.46,2022-06-14
300,677,92,681.09,2024-11-09
301,515,59,555.77,2022-11-10
302,739,88,206.58,2024-09-05
303,134,4,526.96,2024-04-02
304,904,91,811.07,2023-02-05
305,517,69,447.51,2022-09-04
306,316,26,923.47,2024-08-06
307,595,96,82.88,2024-09-20
308,103,44,378.38,2024-12-19
309,992,64,247.88,2023-11-11
310,408,70,521.09,2024-07-10
311,187,85,217.43,2023-02-23
312,876,63,539.84,2023-03-08
313,74,12,535.15,2024-04-13
314,821,33,246.13,2025-04-07
315,887,31,450.42,2023-08-20
316,539,42,336.42,2023-12-11
317,155,85,577.01,2022-05-12
318,488,46,323.81,2024-12-01
319,784,9,865.65,2024-08-25
320,725,76,552.99,2023-09-21
321,274,15,700.44,2022-07-13
322,590,72,453.88,2024-02-18
323,847,68,673.67,2024-04-05
324,634,2,785.6,2022-06-20
325,154,30,62.77,2024-02-27
326,466,73,510.3,2024-04-23
327,549,60,795.55,2023-01-11
328,794,53,536.6,2022-12-18
329,43,42,770.34,2023-11-11
330,690,40,508.56,2024-02-10
331,278,19,267.41,2023-11-28
332,215,28,288.35,2023-07-20
333,109,69,338.81,2023-12-27
334,709,77,150.6,2023-05-10
335,134,45,24.11,2023-06-13
336,282,92,177.95,2023-12-11
337,430,35,534.67,2023-07-03
338,96,4,132.29,2023-02-15
339,717,33,785.57,2024-06-10
340,844,34,871.61,2024-09-02
341,714,38,621.98,2023-10-11
342,17,36,585.98,2024-04-26
343,435,72,609.55,2024-04-09
344,591,28,923.81,2024-07-12
345,490,59,325.88,2022-06-10
346,16,41,961.78,2023-09-04
347,683,9,138.27,2024-05-19
348,483,86,296.41,2024-12-22
349,37,35,476.0,2023-04-29
350,35,4,531.23,2024-06-30
351,482,95,851.13,2023-07-19
352,354,99,61.2,2024-08-18
353,92,96,998.64,2023-02-19
354,418,86,803.36,2023-04-21
355,518,39,257.24,2022-12-05
356,999,51,925.32,2023-04-28
357,942,1,374.67,2024-07-07
358,584,28,487.48,2023-08-24
359,479,31,236.48,2024-04-05
360,156,6,-88.13,2024-02-16
361,558,44,257.06,2023-09-02
362,671,92,438.65,2024-04-12
363,526,95,434.67,2025-01-19
364,145,55,394.09,2024-08-31
365,726,12,955.3,2023-05-12
366,339,64,847.14,2023-02-02
367,586,77,558.59,2023-10-10
368,242,93,375.09,2023-12-04
369,135,65,417.65,2023-06-03
370,494,42,-22.64,2022-09-27
371,773,52,733.36,2024-11-26
372,898,77,716.18,2023-04-27
373,362,31,34.38,2023-03-12
374,70,46,427.02,2024-06-23
375,403,78,-36.87,2024-04-24
376,3,80,387.6,2022-12-14
377,601,69,860.62,2024-08-08
378,271,67,248.07,2022-07-13
379,330,57,212.39,2025-01-14
380,327,36,463.56,2022-10-09
381,977,51,230.66,2022-05-16
382,960,4,584.22,2024-11-12
383,600,16,387.35,2023-01-12
384,557,86,140.95,2023-02-07
385,374,43,540.28,2024-06-29
386,742,80,141.98,2024-02-14
387,447,79,365.78,2025-01-13
388,429,99,172.42,2022-08-08
389,339,15,527.68,2023-10-24
390,350,72,871.38,2023-05-28
391,854,77,666.91,2023-11-30
392,74,1,597.62,2024-06-26
393,263,8,374.08,2025-01-29
394,293,66,28.15,2023-01-15
395,107,30,61.3,2023-06-26
396,133,34,848.94,2022-12-01
397,168,52,912.65,2023-03-16
398,4,62,948.53,2023-12-04
399,758,71,286.35,2023-09-09
400,602,33,687.97,2023-12-24
401,49,90,449.08,2023-07-26
402,907,99,296.26,2022-05-27
403,384,73,910.29,2023-07-17
404,652,82,621.25,2023-06-06
405,544,20,218.39,2025-04-21
406,72,18,579.14,2025-04-27
407,976,53,792.56,2024-04-28
408,466,67,963.2,2023-08-16
409,397,73,246.42,2023-06-06
410,622,89,593.91,2024-09-30
411,937,63,753.91,2023-02-15
412,267,78,90.01,2022-10-05
413,489,90,858.42,2022-09-27
414,987,1,603.64,2023-11-06
415,209,57,912.87,2024-02-18
416,806,40,90.22,2024-06-05
417,825,1,991.9,2024-02-22
418,686,17,404.08,2024-12-04
419,767,70,320.49,2024-06-20
420,47,28,935.63,2024-04-03
421,267,32,187.87,2024-03-24
422,307,10,40.5,2023-05-27
423,83,26,990.41,2023-02-04
424,631,3,553.27,2023-04-11
425,849,4,103.33,2023-12-01
426,443,55,287.58,2022-09-21
427,158,20,311.77,2024-03-16
428,826,2,839.56,2023-01-11
429,823,75,673.23,2022-08-11
430,665,60,836.35,2022-12-29
431,187,100,77.34,2024-12-18
432,589,78,405.65,2022-06-16
433,838,35,86.46,2024-08-01
434,327,27,464.5,2023-07-09
435,277,33,724.62,2023-05-30
436,457,98,506.64,2022-07-12
437,410,59,165.58,2022-05-28
438,57,45,237.69,2024-05-16
439,112,41,443.77,2023-02-09
440,776,8,166.53,2022-05-10
441,947,31,470.52,2023-10-08
442,30,78,276.06,2023-06-13
443,419,93,148.12,2023-01-31
444,989,27,473.54,2024-10-12
445,667,29,505.45,2023-10-17
446,342,4,509.85,2025-02-16
447,584,48,898.86,2023-09-13
448,964,61,749.95,2024-10-27
449,394,76,157.7,2023-02-04
450,717,34,536.49,2023-09-12
451,115,77,353.91,2022-10-25
452,274,69,415.3,2023-08-31
453,783,67,366.79,2025-03-15
454,778,77,857.59,2024-02-12
455,231,74,208.83,2025-01-27
456,993,4,815.41,2024-06-07
457,107,71,273.2,2023-12-26
458,69,23,147.77,2023-01-03
459,907,78,24.69,2023-10-24
460,578,63,713.61,2022-10-16
461,814,90,899.86,2023-01-09
462,821,31,428.03,2022-04-30
463,137,98,522.76,2022-06-07
464,119,41,671.13,2023-10-20
465,2,18,642.06,2023-07-27
466,318,87,393.27,2023-08-26
467,359,33,131.01,2022-12-10
468,967,69,551.96,2022-11-03
469,351,88,170.69,2025-01-23
470,606,60,145.0,2023-11-14
471,45,32,766.79,2024-09-22
472,222,41,471.02,2023-09-27
473,481,18,883.11,2022-07-19
474,164,9,62.34,2023-08-14
475,905,87,696.92,2023-08-18
476,119,86,202.27,2022-08-04
477,450,75,615.98,2025-03-04
478,493,39,537.9,2024-10-28
479,710,43,55.36,2024-03-31
480,891,76,888.56,2023-04-02
481,957,61,113.96,2024-06-15
482,740,13,678.33,2025-01-12
483,999,54,478.81,2024-04-09
484,538,43,754.12,2024-01-01
485,959,75,844.47,2022-07-19
486,690,20,913.54,2025-02-15
487,166,69,986.58,2023-02-25
488,584,81,986.82,2022-10-17
489,114,82,447.23,2024-04-22
490,243,77,508.79,2022-12-19
491,563,33,421.41,2022-05-01
492,468,68,614.04,2024-10-12
493,210,7,303.01,2024-06-08
494,522,94,82.9,2022-06-16
495,703,33,40.93,2023-06-05
496,944,18,977.71,2024-10-13
497,831,29,445.96,2022-10-15
498,807,91,480.17,2023-08-09
499,786,66,810.26,2024-06-15
500,112,68,814.99,2023-08-13
501,423,23,923.53,2024-01-01
502,656,60,551.8,2022-05-20
503,88,31,554.95,2022-06-27
504,596,86,704.32,2023-11-15
505,67,19,740.86,2023-07-20
506,941,76,506.44,2024-05-03
507,620,92,305.16,2023-03-03
508,180,57,203.81,2025-02-25
509,806,65,891.42,2024-04-02
510,540,79,514.99,2022-09-30
511,324,27,738.89,2024-02-24
512,571,88,319.96,2023-01-15
513,493,65,331.35,2023-09-05
514,754,45,620.09,2023-06-07
515,318,34,855.85,2022-11-15
516,352,20,791.86,2023-04-13
517,22,76,176.36,2022-05-05
518,608,8,472.45,2024-06-09
519,866,7,246.97,2023-05-11
520,302,91,390.52,2023-02-22
521,972,58,57.87,2025-02-04
522,644,68,189.02,2023-05-30
523,644,60,552.19,2022-08-24
524,266,55,717.11,2025-01-08
525,820,84,607.65,2023-11-27
526,801,91,295.25,2023-01-07
527,37,46,72.27,2023-01-01
528,334,85,611.15,2024-04-26
529,751,81,350.54,2022-08-30
530,594,68,195.11,2023-05-05
531,958,38,110.6,2024-09-17
532,368,15,717.9,2023-12-06
533,829,69,794.17,2022-07-09
534,411,10,472.53,2022-05-19
535,301,13,89.07,2022-05-15
536,875,38,811.51,2023-08-10
537,724,31,221.2,2023-07-17
538,507,32,392.67,2023-10-09
539,183,62,378.72,2023-12-04
540,606,46,716.45,2024-06-04
541,525,56,616.13,2024-04-07
542,332,34,224.79,2024-05-06
543,536,96,488.21,2023-03-31
544,919,94,681.4,2022-06-25
545,251,37,387.08,2025-01-01
546,554,81,763.21,2023-09-01
547,725,45,118.98,2025-03-16
548,752,50,553.51,2022-07-29
549,742,12,670.67,2024-08-24
550,692,43,990.4,2024-04-04
551,821,37,848.38,2024-11-11
552,747,10,43.13,2024-01-04
553,563,65,772.98,2023-01-27
554,126,27,467.24,2024-05-14
555,108,47,421.27,2024-04-25
556,612,92,781.99,2023-04-21
557,44,37,276.03,2023-04-05
558,129,86,990.6,2024-12-16
559,665,82,451.54,2022-07-27
560,704,38,406.2,2023-03-22
561,708,54,794.68,2022-10-17
562,336,60,983.17,2024-02-12
563,438,22,712.14,2023-05-14
564,857,4,947.04,2024-02-01
565,606,61,170.94,2025-01-04
566,362,12,940.11,2022-07-26
567,16,49,407.76,2023-04-08
568,566,81,422.65,2024-08-15
569,193,66,692.03,2023-01-25
570,780,79,199.26,2022-05-10
571,185,74,173.16,2023-09-07
572,116,62,419.84,2023-12-15
573,401,53,672.14,2024-07-11
574,762,18,285.51,2024-07-07
575,346,20,766.78,2024-09-05
576,534,89,457.35,2022-05-02
577,140,100,981.55,2022-06-06
578,339,83,141.82,2023-07-15
579,331,73,312.41,2023-02-04
580,272,39,457.9,2023-04-30
581,741,35,968.92,2024-01-01
582,460,8,519.0,2023-01-26
583,545,10,710.81,2023-06-16
584,262,15,651.36,2022-09-13
585,539,41,387.84,2023-11-14
586,645,44,306.98,2024-09-26
587,538,70,948.97,2024-05-10
588,787,65,117.7,2023-08-11
589,422,91,955.94,2025-02-07
590,404,66,348.18,2024-07-16
591,421,36,939.3,2023-07-31
592,449,67,342.42,2022-09-22
593,379,73,120.23,2023-08-28
594,599,50,719.44,2023-08-23
595,523,70,372.05,2022-07-02
596,175,26,66.66,2023-09-08
597,63,13,542.22,2022-06-23
598,316,26,608.53,2023-08-05
599,952,49,890.52,2022-11-02
600,974,86,896.63,2023-07-16
601,997,71,136.26,2025-03-08
602,599,92,332.01,2024-10-17
603,243,88,595.09,2024-11-25
604,301,91,455.16,2023-07-26
605,580,69,626.44,2022-10-10
606,295,57,372.26,2024-04-25
607,784,10,283.12,2024-09-24
608,455,11,715.36,2024-01-20
609,311,50,915.97,2022-05-11
610,835,33,448.51,2022-10-10
611,668,16,532.18,2022-05-14
612,673,87,670.57,2022-09-14
613,412,24,135.28,2024-02-08
614,478,56,436.12,2023-01-02
615,927,78,964.95,2024-11-13
616,625,84,843.93,2022-11-25
617,751,13,289.7,2024-03-06
618,270,23,478.82,2022-06-19
619,809,98,119.51,2024-12-04
620,869,37,178.52,2023-08-09
621,560,2,593.95,2024-02-20
622,220,15,86.53,2024-10-17
623,14,68,186.55,2024-08-25
624,95,96,648.44,2022-10-04
625,170,77,505.51,2022-09-20
626,684,73,966.76,2024-01-17
627,162,100,645.46,2025-01-12
628,770,39,322.2,2023-08-06
629,615,22,303.28,2022-12-23
630,367,89,733.19,2023-04-25
631,633,23,918.27,2023-08-06
632,125,82,697.62,2025-03-05
633,319,10,764.99,2023-10-28
634,887,23,46.23,2024-09-11
635,979,80,359.78,2023-09-03
636,707,61,343.37,2022-10-01
637,98,98,639.29,2023-06-02
638,169,80,689.27,2023-11-30
639,564,13,334.12,2024-10-08
640,660,17,269.11,2024-10-09
641,192,18,852.41,2022-06-21
642,472,44,17.89,2023-05-08
643,792,38,284.65,2022-10-22
644,392,80,825.28,2024-04-15
645,66,98,998.92,2022-08-13
646,458,43,567.72,2022-08-23
647,822,67,917.85,2023-02-09
648,877,25,983.54,2024-04-29
649,615,77,136.74,2024-11-08
650,469,30,347.23,2022-12-19
651,404,85,46.83,2022-12-21
652,453,9,293.52,2023-06-27
653,600,58,261.06,2024-03-22
654,47,90,978.59,2024-10-14
655,651,25,97.12,2023-11-26
656,875,69,435.63,2023-08-01
657,407,13,128.72,2024-08-29
658,625,10,980.3,2025-02-27
659,741,67,15.4,2022-09-26
660,969,34,648.32,2024-10-02
661,283,41,836.17,2023-02-19
662,860,29,931.32,2022-05-08
663,593,31,994.22,2024-08-06
664,175,19,139.22,2024-08-08
665,2,5,409.71,2023-09-20
666,149,61,763.02,2023-07-28
667,812,15,541.94,2023-06-26
668,252,84,445.85,2024-01-15
669,764,87,406.94,2022-09-09
670,772,36,36.31,2024-04-14
671,568,28,742.03,2023-06-06
672,429,97,547.1,2023-09-15
673,412,38,865.95,2024-09-10
674,47,92,683.54,2022-06-02
675,414,41,766.86,2022-06-07
676,216,66,947.46,2025-04-09
677,342,93,651.68,2022-10-17
678,938,70,538.79,2024-07-22
679,229,42,905.4,2024-07-04
680,218,26,237.49,2023-10-25
681,446,64,828.91,2022-10-21
682,533,13,857.17,2022-05-23
683,731,57,974.47,2024-01-15
684,575,77,159.75,2024-10-20
685,124,59,740.43,2023-10-09
686,407,42,830.6,2023-12-23
687,384,40,151.73,2022-04-30
688,413,8,549.96,2024-05-10
689,613,96,143.36,2022-04-28
690,267,1,919.68,2025-02-04
691,44,13,824.21,2023-07-13
692,957,44,494.49,2025-04-06
693,991,86,711.92,2022-11-24
694,156,20,82.86,2025-03-26
695,759,72,808.78,2024-02-21
696,813,83,971.05,2023-10-17
697,75,29,795.7,2025-03-15
698,294,81,43.03,2022-06-26
699,931,18,528.79,2025-03-01
700,953,55,240.65,2024-10-15
701,260,48,535.4,2023-03-29
702,518,57,452.89,2024-01-21
703,573,32,307.86,2022-07-07
704,550,72,330.01,2025-03-20
705,505,28,716.18,2022-11-18
706,153,5,80.13,2022-12-22
707,886,32,380.07,2022-12-26
708,866,100,65.82,2023-02-12
709,735,57,94.94,2024-06-07
710,355,1,635.1,2024-02-28
711,729,63,494.01,2025-03-24
712,398,26,399.95,2022-12-30
713,220,70,989.28,2024-04-25
714,365,2,29.63,2023-12-13
715,762,7,368.63,2024-07-20
716,670,45,425.46,2024-03-31
717,446,34,512.3,2022-11-20
718,512,87,563.11,2023-12-12
719,691,11,235.23,2022-08-15
720,12,96,672.19,2024-04-04
721,11,1,705.24,2023-01-03
722,853,82,422.58,2023-09-13
723,730,38,111.85,2023-07-01
724,637,21,853.27,2023-05-12
725,717,29,885.41,2022-05-03
726,427,25,561.1,2025-02-26
727,288,88,-98.23,2022-10-23
728,865,1,776.65,2024-10-10
729,241,16,185.37,2024-05-08
730,377,34,594.6,2022-06-23
731,136,12,536.16,2023-10-27
732,293,9,346.2,2023-03-01
733,720,95,116.86,2024-11-23
734,371,80,108.99,2022-06-16
735,683,49,679.66,2024-04-06
736,713,94,642.55,2024-11-26
737,994,46,-43.61,2024-10-07
738,588,57,346.1,2023-09-11
739,944,95,630.97,2023-04-17
740,497,83,343.74,2023-02-17
741,650,71,879.62,2023-02-26
742,7,23,46.47,2022-11-21
743,643,15,534.92,2023-05-08
744,96,58,794.98,2024-06-18
745,48,46,17.91,2024-06-23
746,207,88,512.33,2022-05-13
747,930,13,168.75,2023-12-10
748,528,18,163.73,2022-09-17
749,556,43,397.61,2024-07-21
750,594,13,672.45,2023-11-25
751,168,99,159.23,2022-10-09
752,749,93,578.39,2024-11-14
753,347,52,693.88,2022-10-08
754,937,77,766.21,2024-06-12
755,360,14,808.89,2023-08-05
756,301,43,95.8,2022-11-06
757,164,79,313.51,2024-08-30
758,56,90,625.52,2022-09-02
759,603,36,224.72,2024-08-30
760,394,43,673.14,2024-07-22
761,204,37,487.67,2023-02-16
762,810,46,676.53,2025-03-14
763,606,29,913.26,2024-06-13
764,947,48,974.71,2022-08-15
765,862,18,771.0,2023-06-01
766,957,34,558.95,2023-02-18
767,970,29,81.6,2024-11-23
768,850,34,781.34,2022-06-26
769,330,63,769.07,2023-11-18
770,685,68,958.36,2023-03-28
771,195,11,779.92,2022-08-02
772,356,11,487.16,2024-01-01
773,467,11,327.2,2025-03-22
774,407,53,233.18,2023-04-27
775,629,13,993.16,2024-06-28
776,807,16,507.44,2023-07-21
777,797,76,893.3,2022-09-23
778,33,54,734.97,2024-08-08
779,587,80,398.92,2024-10-29
780,329,42,993.4,2023-04-11
781,313,34,73.24,2023-09-20
782,751,87,129.74,2022-12-10
783,817,92,123.88,2023-03-15
784,134,49,797.96,2024-07-10
785,672,26,293.75,2023-06-23
786,611,82,400.57,2024-10-30
787,743,5,624.14,2023-03-04
788,34,84,227.14,2024-07-12
789,804,59,808.32,2022-11-19
790,666,100,377.7,2024-11-23
791,640,57,433.95,2022-06-26
792,5,54,540.03,2023-09-24
793,834,25,183.73,2024-09-22
794,977,77,673.87,2022-07-07
795,527,90,662.74,2023-02-04
796,522,75,743.22,2022-08-24
797,237,67,194.74,2022-11-24
798,879,54,845.73,2023-04-26
799,613,45,524.69,2024-08-28
800,830,69,393.27,2023-09-17
801,195,75,571.82,2022-09-28
802,877,26,186.47,2023-08-24
803,846,48,267.28,2024-02-10
804,829,32,411.64,2023-10-08
805,342,83,597.58,2022-11-14
806,497,12,644.8,2023-04-11
807,850,88,701.25,2024-05-21
808,838,42,421.76,2023-08-25
809,339,91,934.76,2024-09-13
810,220,61,221.36,2023-10-20
811,238,57,659.48,2024-06-10
812,916,45,143.18,2024-07-21
813,171,13,271.9,2023-11-18
814,739,93,797.9,2024-09-17
815,569,94,42.4,2023-04-30
816,116,79,716.38,2025-01-12
817,235,57,14.41,2024-11-12
818,922,83,796.37,2025-02-08
819,353,16,920.95,2022-05-16
820,557,74,347.23,2022-05-21
